unit		naval biremes				exp 0 armour 0 weapon_lvl 0
unit		naval biremes				exp 0 armour 0 weapon_lvl 0

character	Vibius Julius, named character, age 28, , x 88, y 81
traits GoodCommander 1 , PoliticsSkill 2 , GoodAdministrator 2 , MathematicsSkill 1
ancillaries merchant
army
unit		roman generals guard cavalry early				exp 1 armour 0 weapon_lvl 0
unit		roman hastati				exp 1 armour 0 weapon_lvl 0
unit		roman hastati				exp 1 armour 0 weapon_lvl 0
unit		roman velite				exp 1 armour 0 weapon_lvl 0


character_record		Amulius Julius, 	male, command 0, influence 0, management 0, subterfuge 0, age 13, alive, never_a_leader
character_record		Manius Julius, 	male, command 0, influence 0, management 0, subterfuge 0, age 10, alive, never_a_leader
character_record		Decius Julius, 	male, command 0, influence 0, management 0, subterfuge 0, age 7, alive, never_a_leader
character_record		Marcus Julius, 	male, command 0, influence 0, management 0, subterfuge 0, age 3, alive, never_a_leader
character_record		Faustina, 	female, command 0, influence 0, management 0, subterfuge 0, age 48, alive, never_a_leader
character_record		Poppaea, 	female, command 0, influence 0, management 0, subterfuge 0, age 29, alive, never_a_leader
character_record		Alypia, 	female, command 0, influence 0, management 0, subterfuge 0, age 29, alive, never_a_leader
character_record		Claudia, 	female, command 0, influence 0, management 0, subterfuge 0, age 28, alive, never_a_leader
character_record		Fadia, 	female, command 0, influence 0, management 0, subterfuge 0, age 13, alive, never_a_leader

relative 	Flavius Julius, 	Faustina,		Lucius Julius,	Quintus Julius,	Vibius Julius,	end
relative 	Lucius Julius, 	Poppaea,		Fadia,	Decius Julius,	Marcus Julius,	end
relative 	Quintus Julius, 	Alypia,		Amulius Julius,	end
relative 	Vibius Julius, 	Claudia,		Manius Julius,	end


faction	romans_brutii, balanced_stalin
superfaction romans_senate
denari	5000
settlement
{
	level large_town
	region Apulia

	year_founded 0
	population 4500
	plan_set default_set
	faction_creator romans_julii
	building
	{
		type core_building governors_villa
	}
	building
	{
		type equestrian stables
	}
	building
	{
		type barracks muster_field
	}
	building
	{
		type port_buildings port
	}
	building
	{
		type defenses wooden_pallisade
	}
	building
	{
		type hinterland_roads roads
	}
	building
	{
		type hinterland_farms farms
	}
}

settlement
{
	level large_town
	region Bruttium

	year_founded 0
	population 4300
	plan_set default_set
	faction_creator romans_julii
	building
	{
		type barracks muster_field
	}
	building
	{
		type core_building governors_villa
	}
	building
	{
		type defenses wooden_pallisade
	}
	building
	{
		type hinterland_roads roads
	}
	building
	{
		type hinterland_farms farms
	}
}

character	Tiberius Brutus, named character, leader, age 52, , x 114, y 57
traits GoodCommander 1 , NaturalMilitarySkill 1 , GoodAttacker 1 , PoliticsSkill 2 , Intelligent 1
ancillaries drillmaster
army
unit		roman generals guard cavalry early				exp 1 armour 0 weapon_lvl 0
unit		roman hastati				exp 1 armour 0 weapon_lvl 0
unit		roman velite				exp 1 armour 0 weapon_lvl 0

character	Aulus Brutus, named character, heir, age 34, , x 111, y 68
traits GoodCommander 1 , PoliticsSkill 2 , Rabblerouser 2 , GoodAdministrator 2
ancillaries quartermaster
army
unit		roman generals guard cavalry early				exp 1 armour 0 weapon_lvl 0
unit		roman hastati				exp 1 armour 0 weapon_lvl 0
unit		roman velite				exp 0 armour 0 weapon_lvl 0

character	Marcus Attius, admiral, age 29, , x 120, y 64

army
unit		naval biremes				exp 0 armour 0 weapon_lvl 0
unit		naval biremes				exp 0 armour 0 weapon_lvl 0
unit		naval biremes				exp 0 armour 0 weapon_lvl 0

character	Luca Antonius, spy, age 23, , x 116, y 62
traits GoodSpy 4

character	Caius Flaminius, diplomat, age 23, , x 112, y 63
traits GoodDiplomat 3

character	Amulius Brutus, named character, age 31, , x 116, y 64
traits GoodCommander 1 , NaturalMilitarySkill 2 , PoliticsSkill 1 , Intelligent 2
ancillaries doctor
army
unit		roman generals guard cavalry early				exp 0 armour 0 weapon_lvl 0
unit		roman light cavalry				exp 1 armour 0 weapon_lvl 0
unit		roman hastati				exp 0 armour 0 weapon_lvl 0
unit		roman hastati				exp 0 armour 0 weapon_lvl 0
unit		roman velite				exp 0 armour 0 weapon_lvl 0

character	Vibius Brutus, named character, age 30, , x 114, y 63
traits GoodCommander 1 , GoodAdministrator 2 , PoliticsSkill 1 , Intelligent 2 , MathematicsSkill 2
army
unit		roman generals guard cavalry early				exp 1 armour 0 weapon_lvl 0
unit		roman hastati				exp 0 armour 0 weapon_lvl 0
unit		roman velite				exp 0 armour 0 weapon_lvl 0


character_record		Cassius Brutus, 	male, command 0, influence 0, management 0, subterfuge 0, age 14, alive, never_a_leader
character_record		Titus Brutus, 	male, command 0, influence 0, management 0, subterfuge 0, age 10, alive, never_a_leader
character_record		Cornelius Brutus, 	male, command 0, influence 0, management 0, subterfuge 0, age 7, alive, never_a_leader
character_record		Oppius Brutus, 	male, command 0, influence 0, management 0, subterfuge 0, age 3, alive, never_a_leader
character_record		Galla, 	female, command 0, influence 0, management 0, subterfuge 0, age 50, alive, never_a_leader
character_record		Hostia, 	female, command 0, influence 0, management 0, subterfuge 0, age 30, alive, never_a_leader
character_record		Lucilla, 	female, command 0, influence 0, management 0, subterfuge 0, age 28, alive, never_a_leader
character_record		Paulina, 	female, command 0, influence 0, management 0, subterfuge 0, age 12, alive, never_a_leader

relative 	Tiberius Brutus, 	Galla,		Aulus Brutus,	Amulius Brutus,	Vibius Brutus,	end
relative 	Aulus Brutus, 	Hostia,		Paulina,	Titus Brutus,	Oppius Brutus,	end
relative 	Amulius Brutus, 	Lucilla,		Cassius Brutus,	Cornelius Brutus,	end


faction	romans_scipii, bureaucrat_napoleon
superfaction romans_senate
denari	5000
settlement
{
	level large_town
	region Campania

	year_founded 0
	population 4800
	plan_set default_set
	faction_creator romans_julii
	building
	{
		type barracks militia_barracks
	}
	building
	{
		type core_building governors_villa
	}
	building
	{
		type defenses wooden_pallisade
	}
	building
	{
		type hinterland_roads roads
	}
	building
	{
		type hinterland_farms farms+1
	}
}

settlement
{
	level large_town
	region Sicilia_Romanus

	year_founded 0
	population 3500
	plan_set default_set
	faction_creator romans_julii
	building
	{
		type barracks muster_field
	}
	building
	{
		type core_building governors_villa
	}
	building
	{
		type defenses wooden_pallisade
	}
	building
	{
		type hinterland_roads roads
	}
}

character	Cornelius Scipio, named character, leader, age 54, , x 106, y 51
traits GoodCommander 2 , PoliticsSkill 2 , GoodAdministrator 2 , Austere 1 , GoodInfantryGeneral 1
ancillaries aged_retainer
army
unit		roman generals guard cavalry early				exp 1 armour 0 weapon_lvl 0
unit		roman hastati				exp 1 armour 0 weapon_lvl 0
unit		roman hastati				exp 1 armour 0 weapon_lvl 0
unit		roman hastati				exp 2 armour 0 weapon_lvl 0

character	Julianus Scipio, named character, heir, age 36, , x 102, y 68
traits GoodCommander 1 , NaturalMilitarySkill 3 , PoliticsSkill 1 , GoodRiskyAttacker 1
ancillaries drillmaster
army
unit		roman generals guard cavalry early				exp 1 armour 0 weapon_lvl 0
unit		roman hastati				exp 1 armour 0 weapon_lvl 0
unit		roman hastati				exp 1 armour 0 weapon_lvl 0

character	Quintus Scipio, named character, age 35, , x 106, y 50
traits NaturalMilitarySkill 1 , PoliticsSkill 1 , Intelligent 1 , Generous 1
army
unit		roman generals guard cavalry early				exp 1 armour 0 weapon_lvl 0
unit		roman hastati				exp 2 armour 0 weapon_lvl 0
unit		roman archer				exp 2 armour 0 weapon_lvl 0
unit		roman velite				exp 0 armour 0 weapon_lvl 0

character	Quintus Caecus, diplomat, age 26, , x 103, y 67
traits GoodDiplomat 2

character	Aulus Ovidius, spy, age 20, , x 106, y 48
traits GoodSpy 3

character	Aulus Volesus, admiral, age 22, , x 101, y 64

army
unit		naval biremes				exp 1 armour 0 weapon_lvl 0
unit		naval biremes				exp 0 armour 0 weapon_lvl 0

character	Gaius Scipio, named character, age 29, , x 101, y 67
traits NaturalMilitarySkill 3 , PoliticsSkill 1 , Intelligent 1 , Generous 1 , AuthoritarianRomanVirtue 2
army
unit		roman generals guard cavalry early				exp 1 armour 0 weapon_lvl 0
unit		roman hastati				exp 1 armour 0 weapon_lvl 0


character_record		Aulus Scipio, 	male, command 0, influence 0, management 0, subterfuge 0, age 14, alive, never_a_leader
character_record		Flavius Scipio, 	male, command 0, influence 0, management 0, subterfuge 0, age 11, alive, never_a_leader
character_record		Lucius Scipio, 	male, command 0, influence 0, management 0, subterfuge 0, age 8, alive, never_a_leader
character_record		Publius Scipio, 	male, command 0, influence 0, management 0, subterfuge 0, age 2, alive, never_a_leader
character_record		Metella, 	female, command 0, influence 0, management 0, subterfuge 0, age 52, alive, never_a_leader
character_record		Antistia, 	female, command 0, influence 0, management 0, subterfuge 0, age 30, alive, never_a_leader
character_record		Crispina, 	female, command 0, influence 0, management 0, subterfuge 0, age 30, alive, never_a_leader
character_record		Placidia, 	female, command 0, influence 0, management 0, subterfuge 0, age 6, alive, never_a_leader

relative 	Cornelius Scipio, 	Metella,		Julianus Scipio,	Quintus Scipio,	Gaius Scipio,	Aulus Scipio,	end
relative 	Julianus Scipio, 	Antistia,		Flavius Scipio,	Lucius Scipio,	end
relative 	Quintus Scipio, 	Crispina,		Placidia,	Publius Scipio,	end


faction	romans_senate, comfortable_napoleon
denari	5000
settlement
{
	level city
	region Latium

	year_founded 0
	population 7500
	plan_set default_set
	faction_creator romans_julii
	building
	{
		type core_building governors_palace
	}
	building
	{
		type defenses stone_wall
	}
	building
	{
		type amphitheatres stone_amphitheatre
	}
	building
	{
		type barracks city_barracks
	}
	building
	{
		type missiles practice_field
	}
	building
	{
		type smith blacksmith
	}
	building
	{
		type market forum
	}
	building
	{
		type hinterland_roads roads
	}
	building
	{
		type hinterland_farms farms+2
	}
	building
	{
		type hinterland_mines mines+1
	}
}

character	Decius Maxentius, named character, leader, age 60, , x 95, y 71
traits GoodCommander 1 , PoliticsSkill 2 , GoodAdministrator 2 , Austere 1
ancillaries doctor
army
unit		roman generals guard cavalry early				exp 0 armour 0 weapon_lvl 0
unit		roman hastati				exp 3 armour 1 weapon_lvl 0
unit		roman hastati				exp 3 armour 1 weapon_lvl 0
unit		roman princeps				exp 3 armour 1 weapon_lvl 0
unit		roman princeps				exp 3 armour 1 weapon_lvl 0
unit		roman velite				exp 3 armour 1 weapon_lvl 0
unit		roman velite				exp 3 armour 1 weapon_lvl 0
unit		roman triarii				exp 3 armour 1 weapon_lvl 0

character	Marcus Maxentius, named character, heir, age 30, , x 93, y 73
traits GoodCommander 2 , NaturalMilitarySkill 2 , PoliticsSkill 1 , GoodAdministrator 1 , Intelligent 1
ancillaries bodyguard
army
unit		roman generals guard cavalry early				exp 0 armour 0 weapon_lvl 0
unit		roman triarii				exp 3 armour 1 weapon_lvl 0
unit		roman velite				exp 3 armour 1 weapon_lvl 0
unit		roman hastati				exp 3 armour 1 weapon_lvl 0

character	Flavius Nepos, diplomat, age 30, , x 96, y 69
traits GoodDiplomat 5

character	Servius Maxentius, named character, age 36, , x 94, y 69
traits GoodCommander 1 , NaturalMilitarySkill 1 , PublicFaith 2 , GoodAdministrator 1 , Intelligent 1
ancillaries scribe_ancillary
army
unit		roman generals guard cavalry early				exp 0 armour 0 weapon_lvl 0
unit		roman velite				exp 3 armour 1 weapon_lvl 0
unit		roman hastati				exp 3 armour 0 weapon_lvl 0
unit		roman princeps				exp 3 armour 1 weapon_lvl 0
unit		roman triarii				exp 3 armour 0 weapon_lvl 0


character_record		Gaius Maxentius, 	male, command 0, influence 0, management 0, subterfuge 0, age 11, alive, never_a_leader
character_record		Lentulus Maxentius, 	male, command 0, influence 0, management 0, subterfuge 0, age 7, alive, never_a_leader
character_record		Publius Maxentius, 	male, command 0, influence 0, management 0, subterfuge 0, age 13, alive, never_a_leader
character_record		Honoria, 	female, command 0, influence 0, management 0, subterfuge 0, age 50, alive, never_a_leader
character_record		Licinia, 	female, command 0, influence 0, management 0, subterfuge 0, age 29, alive, never_a_leader
character_record		Marciana, 	female, command 0, influence 0, management 0, subterfuge 0, age 34, alive, never_a_leader
character_record		Papiria, 	female, command 0, influence 0, management 0, subterfuge 0, age 5, alive, never_a_leader
character_record		Prisca, 	female, command 0, influence 0, management 0, subterfuge 0, age 19, alive, never_a_leader

relative 	Decius Maxentius, 	Honoria,		Servius Maxentius,	Marcus Maxentius,	Prisca,	end
relative 	Marcus Maxentius, 	Licinia,		Publius Maxentius,	Gaius Maxentius,	end
relative 	Servius Maxentius, 	Marciana,		Lentulus Maxentius,	Papiria,	end


faction	macedon, fortified_napoleon
superfaction romans_senate
denari	5000
settlement
{
	level city
	region Macedonia

	year_founded 0
	population 6000
	plan_set default_set
	faction_creator macedon
	building
	{
		type core_building governors_palace
	}
	building
	{
		type equestrian stables
	}
	building
	{
		type defenses wooden_pallisade
	}
	building
	{
		type barracks militia_barracks
	}
	building
	{
		type hinterland_roads roads
	}
	building
	{
		type hinterland_farms farms
	}
	building
	{
		type port_buildings port
	}
}

settlement
{
	level town
	region Paionia

	year_founded 0
	population 2700
	plan_set default_set
	faction_creator macedon
	building
	{
		type barracks muster_field
	}
	building
	{
		type core_building governors_house
	}
	building
	{
		type defenses wooden_pallisade
	}
	building
	{
		type hinterland_roads roads
	}
	building
	{
		type hinterland_farms farms
	}
}

settlement
{
	level large_town
	region Thessalia

	year_founded 0
	population 3000
	plan_set default_set
	faction_creator macedon
	building
	{
		type core_building governors_villa
	}
	building
	{
		type equestrian stables
	}
	building
	{
		type defenses wooden_pallisade
	}
	building
	{
		type hinterland_roads roads
	}
	building
	{
		type hinterland_farms farms
	}
}

settlement
{
	level large_town
	region Peloponnesus

	year_founded 0
	population 3000
	plan_set default_set
	faction_creator macedon
	building
	{
		type core_building governors_villa
	}
	building
	{
		type defenses stone_wall
	}
	building
	{
		type market trader
	}
	building
	{
		type hinterland_roads roads
	}
	building
	{
		type hinterland_farms farms
	}
}

character	Antigonos, named character, leader, age 50, , x 138, y 68
traits GoodCommander 2 , NaturalMilitarySkill 1 , GoodRiskyAttacker 2 , PublicFaith 1 , GoodAdministrator 1 , Intelligent 1
ancillaries shieldbearer
army
unit		greek general's guard cavalry early				exp 2 armour 0 weapon_lvl 0
unit		greek hoplite militia				exp 1 armour 0 weapon_lvl 0
unit		greek hoplite militia				exp 1 armour 0 weapon_lvl 0
unit		greek hoplite militia				exp 1 armour 0 weapon_lvl 0
unit		greek heavy cavalry				exp 1 armour 0 weapon_lvl 0
unit		greek heavy cavalry				exp 1 armour 0 weapon_lvl 0
unit		greek light lancer				exp 0 armour 0 weapon_lvl 0

character	Gyras, named character, heir, age 32, , x 136, y 59
traits GoodCommander 1 , NaturalMilitarySkill 2 , PublicFaith 1 , MathematicsSkill 1 , Intelligent 1 , Generous 1
ancillaries actor
army
unit		greek general's guard cavalry early				exp 1 armour 0 weapon_lvl 0
unit		greek hoplite militia				exp 0 armour 0 weapon_lvl 0
unit		greek hoplite militia				exp 0 armour 0 weapon_lvl 0
unit		greek light lancer				exp 0 armour 0 weapon_lvl 0
unit		greek archer				exp 0 armour 0 weapon_lvl 0

character	Euenus, named character, age 27, , x 136, y 77
traits NaturalMilitarySkill 2 , PublicFaith 1 , GoodAdministrator 2
ancillaries treasurer
army
unit		greek general's guard cavalry early				exp 1 armour 0 weapon_lvl 0
unit		greek hoplite militia				exp 0 armour 0 weapon_lvl 0
unit		greek hoplite militia				exp 0 armour 0 weapon_lvl 0
unit		greek hoplite militia				exp 0 armour 0 weapon_lvl 0

character	Damasos, named character, age 20, , x 139, y 50
traits GoodAdministrator 1
ancillaries tutor
army
unit		greek general's guard cavalry early				exp 1 armour 0 weapon_lvl 0
unit		greek hoplite militia				exp 0 armour 0 weapon_lvl 0
unit		greek hoplite militia				exp 0 armour 0 weapon_lvl 0
unit		greek archer				exp 0 armour 0 weapon_lvl 0

character	Carpus of Pylos, diplomat, age 20, , x 135, y 67
traits GoodDiplomat 3
ancillaries wine_steward

character	Aegisthes of Larissa, spy, age 20, , x 137, y 69
traits GoodSpy 2
ancillaries dancer

character	Alcaeos of Abydos, admiral, age 20, , x 138, y 64

army
unit		naval biremes				exp 0 armour 0 weapon_lvl 0
unit		naval biremes				exp 0 armour 0 weapon_lvl 0


character_record		Abreas, 	male, command 0, influence 0, management 0, subterfuge 0, age 11, alive, never_a_leader
character_record		Deukalos, 	male, command 0, influence 0, management 0, subterfuge 0, age 4, alive, never_a_leader
character_record		Aloeus, 	male, command 0, influence 0, management 0, subterfuge 0, age 14, alive, never_a_leader
character_record		Thessala, 	female, command 0, influence 0, management 0, subterfuge 0, age 50, alive, never_a_leader
character_record		Alkmena, 	female, command 0, influence 0, management 0, subterfuge 0, age 30, alive, never_a_leader
character_record		Pervica, 	female, command 0, influence 0, management 0, subterfuge 0, age 24, alive, never_a_leader
character_record		Caleope, 	female, command 0, influence 0, management 0, subterfuge 0, age 5, alive, never_a_leader

relative 	Antigonos, 	Thessala,		Gyras,	Euenus,	Damasos,	end
relative 	Gyras, 	Alkmena,		Aloeus,	Abreas,	end
relative 	Euenus, 	Pervica,		Caleope,	Deukalos,	end


faction	egypt, religious_caesar
superfaction romans_senate
denari	5000
settlement
{
	level large_town
	region Nile_Delta

	year_founded 0
	population 3500
	plan_set default_set
	faction_creator egypt
	building
	{
		type core_building governors_villa
	}
	building
	{
		type defenses wooden_pallisade
	}
	building
	{
		type port_buildings port
	}
	building
	{
		type market trader
	}
	building
	{
		type hinterland_roads roads
	}
	building
	{
		type hinterland_farms farms
	}
}

settlement
{
	level city
	region Middle_Egypt

	year_founded 0
	population 6000
	plan_set default_set
	faction_creator egypt
	building
	{
		type core_building governors_palace
	}
	building
	{
		type defenses stone_wall
	}
	building
	{
		type barracks muster_field
	}
	building
	{
		type missiles practice_field
	}
	building
	{
		type market trader
	}
	building
	{
		type temple_of_law temple_of_law_shrine
	}
	building
	{
		type hinterland_roads roads
	}
	building
	{
		type hinterland_farms farms
	}
}

settlement
{
	level large_town
	region Thebais

	year_founded 0
	population 4500
	plan_set default_set
	faction_creator egypt
	building
	{
		type core_building governors_villa
	}
	building
	{
		type barracks muster_field
	}
	building
	{
		type missiles practice_field
	}
	building
	{
		type temple_of_justice temple_of_justice_shrine
	}
	building
	{
		type hinterland_roads roads
	}
	building
	{
		type hinterland_farms farms
	}
}

settlement
{
	level town
	region Cyprus

	year_founded 0
	population 1600
	plan_set default_set
	faction_creator macedon
	building
	{
		type core_building governors_house
	}
	building
	{
		type barracks muster_field
	}
}

settlement
{
	level large_town
	region Judaea

	year_founded 0
	population 3000
	plan_set default_set
	faction_creator parthia
	building
	{
		type core_building governors_villa
	}
	building
	{
		type defenses wooden_pallisade
	}
	building
	{
		type missiles practice_field
	}
	building
	{
		type temple_of_law temple_of_law_shrine
	}
	building
	{
		type hinterland_roads roads
	}
}

settlement
{
	level large_town
	region Phoenicia

	year_founded 0
	population 4500
	plan_set default_set
	faction_creator parthia
	building
	{
		type core_building governors_villa
	}
	building
	{
		type defenses wooden_wall
	}
	building
	{
		type barracks muster_field
	}
	building
	{
		type port_buildings port
	}
	building
	{
		type market market
	}
	building
	{
		type hinterland_roads roads
	}
}

character	Hekhemmut, named character, leader, age 55, , x 178, y 19
traits GoodCommander 1 , NaturalMilitarySkill 1 , PublicFaith 2 , MathematicsSkill 2
ancillaries librarian, master_embalmer
army
unit		egyptian general's bodyguard early				exp 1 armour 0 weapon_lvl 0
unit		egyptian chariot archer				exp 1 armour 0 weapon_lvl 0
unit		egyptian chariot archer				exp 1 armour 0 weapon_lvl 0
unit		egyptian nubian spearmen				exp 0 armour 0 weapon_lvl 0
unit		egyptian nubian spearmen				exp 0 armour 0 weapon_lvl 0
unit		egyptian archer				exp 0 armour 0 weapon_lvl 0
unit		egyptian archer				exp 0 armour 0 weapon_lvl 0
unit		egyptian peasant				exp 0 armour 0 weapon_lvl 0

character	Khnumhoptep, named character, heir, age 40, , x 183, y 13
traits StrategicSkill 2 , NaturalMilitarySkill 1 , PublicFaith 3
ancillaries magician
army
unit		egyptian general's bodyguard early				exp 1 armour 0 weapon_lvl 0
unit		egyptian nubian spearmen				exp 0 armour 0 weapon_lvl 0
unit		egyptian archer				exp 0 armour 0 weapon_lvl 0
unit		egyptian peasant				exp 0 armour 0 weapon_lvl 0

character	Nakhrankh, general, age 20, , x 187, y 2

army
unit		egyptian archer				exp 0 armour 0 weapon_lvl 0
unit		egyptian nubian spearmen				exp 0 armour 0 weapon_lvl 0
unit		egyptian peasant				exp 0 armour 0 weapon_lvl 0

character	Ptahhotep, named character, age 35, , x 202, y 32
traits GoodCommander 1 , PublicFaith 2 , MathematicsSkill 3 , Embezzler 1
ancillaries mathematician
army
unit		egyptian general's bodyguard early				exp 1 armour 0 weapon_lvl 0
unit		egyptian nubian spearmen				exp 0 armour 0 weapon_lvl 0
unit		egyptian archer				exp 0 armour 0 weapon_lvl 0
unit		egyptian archer				exp 0 armour 0 weapon_lvl 0
unit		egyptian nubian spearmen				exp 0 armour 0 weapon_lvl 0

character	Wah, admiral, age 29, , x 177, y 22

army
unit		naval biremes				exp 0 armour 0 weapon_lvl 0
unit		naval biremes				exp 0 armour 0 weapon_lvl 0

character	Nakhti, diplomat, age 20, , x 178, y 17
traits GoodDiplomat 2

character	Khu, spy, age 20, , x 201, y 34
traits GoodSpy 3
ancillaries poisoner

character	Neferet, general, age 20, , x 199, y 42

army
unit		egyptian nubian spearmen				exp 0 armour 0 weapon_lvl 0
unit		egyptian nubian spearmen				exp 0 armour 0 weapon_lvl 0
unit		egyptian peltast				exp 0 armour 0 weapon_lvl 0
unit		egyptian peltast				exp 0 armour 0 weapon_lvl 0

character	Kiya, named character, age 28, , x 183, y 10
traits NaturalMilitarySkill 1 , PublicFaith 1 , GoodAdministrator 1
ancillaries master_of_archers
army
unit		egyptian general's bodyguard early				exp 1 armour 0 weapon_lvl 0
unit		egyptian nubian spearmen				exp 0 armour 0 weapon_lvl 0
unit		egyptian archer				exp 0 armour 0 weapon_lvl 0
unit		egyptian peltast				exp 0 armour 0 weapon_lvl 0
unit		egyptian peasant				exp 0 armour 0 weapon_lvl 0

character	Miwsher, general, age 20, , x 189, y 45

army
unit		egyptian nubian spearmen				exp 0 armour 0 weapon_lvl 0
unit		egyptian nubian spearmen				exp 0 armour 0 weapon_lvl 0
unit		egyptian peltast				exp 0 armour 0 weapon_lvl 0
unit		egyptian peasant				exp 0 armour 0 weapon_lvl 0


character_record		Ahmose, 	male, command 0, influence 0, management 0, subterfuge 0, age 15, alive, never_a_leader
character_record		Meryre, 	male, command 0, influence 0, management 0, subterfuge 0, age 6, alive, never_a_leader
character_record		Tanutamun, 	male, command 0, influence 0, management 0, subterfuge 0, age 2, alive, never_a_leader
character_record		Heruben, 	male, command 0, influence 0, management 0, subterfuge 0, age 9, alive, never_a_leader
character_record		Euredice, 	female, command 0, influence 0, management 0, subterfuge 0, age 55, alive, never_a_leader
character_record		Aneksi, 	female, command 0, influence 0, management 0, subterfuge 0, age 35, alive, never_a_leader
character_record		Satsobek, 	female, command 0, influence 0, management 0, subterfuge 0, age 30, alive, never_a_leader
character_record		Pedibastet, 	female, command 0, influence 0, management 0, subterfuge 0, age 26, alive, never_a_leader
character_record		Senbi, 	female, command 0, influence 0, management 0, subterfuge 0, age 20, alive, never_a_leader
character_record		Hebeny, 	female, command 0, influence 0, management 0, subterfuge 0, age 10, alive, never_a_leader
character_record		Arsinoe, 	female, command 0, influence 0, management 0, subterfuge 0, age 4, alive, never_a_leader

relative 	Hekhemmut, 	Euredice,		Khnumhoptep,	Ptahhotep,	Kiya,	Senbi,	end
relative 	Khnumhoptep, 	Aneksi,		Ahmose,	Hebeny,	Meryre,	end
relative 	Ptahhotep, 	Satsobek,		Arsinoe,	Tanutamun,	end
relative 	Kiya, 	Pedibastet,		Heruben,	end


faction	seleucid, balanced_stalin
superfaction romans_senate
denari	3000
settlement
{
	level city
	region Syria

	year_founded 0
	population 5000
	plan_set default_set
	faction_creator macedon
	building
	{
		type core_building governors_palace
	}
	building
	{
		type defenses wooden_wall
	}
	building
	{
		type barracks muster_field
	}
	building
	{
		type equestrian stables
	}
	building
	{
		type hinterland_roads roads
	}
	building
	{
		type port_buildings port
	}
}

settlement
{
	level town
	region Coele_Syria

	year_founded 0
	population 1500
	plan_set default_set
	faction_creator macedon
	building
	{
		type core_building governors_house
	}
	building
	{
		type defenses wooden_pallisade
	}
	building
	{
		type barracks muster_field
	}
}

settlement
{
	level town
	region Cilicia

	year_founded 0
	population 1200
	plan_set default_set
	faction_creator macedon
	building
	{
		type core_building governors_house
	}
	building
	{
		type hinterland_roads roads
	}
}

settlement
{
	level town
	region Assyria

	year_founded 0
	population 1200
	plan_set default_set
	faction_creator macedon
	building
	{
		type core_building governors_house
	}
	building
	{
		type market trader
	}
	building
	{
		type hinterland_roads roads
	}
}

settlement
{
	level large_town
	region Babylonia

	year_founded 0
	population 4000
	plan_set default_set
	faction_creator macedon
	building
	{
		type core_building governors_villa
	}
	building
	{
		type missiles practice_field
	}
	building
	{
		type defenses wooden_pallisade
	}
	building
	{
		type hinterland_farms farms
	}
	building
	{
		type hinterland_roads roads
	}
}

settlement
{
	level town
	region Ionia

	year_founded 0
	population 1500
	plan_set default_set
	faction_creator macedon
	building
	{
		type core_building governors_house
	}
	building
	{
		type barracks muster_field
	}
	building
	{
		type hinterland_roads roads
	}
	building
	{
		type defenses wooden_pallisade
	}
}

character	Antiochus, named character, leader, age 60, , x 200, y 55
traits GoodCommander 2 , NaturalMilitarySkill 1 , PublicFaith 2 , GoodAdministrator 2
ancillaries heroic_saviour
army
unit		greek general's guard cavalry early				exp 1 armour 0 weapon_lvl 0
unit		greek cavalry				exp 1 armour 0 weapon_lvl 0
unit		greek cavalry				exp 1 armour 0 weapon_lvl 0
unit		greek hoplite militia				exp 0 armour 0 weapon_lvl 0
unit		greek hoplite militia				exp 0 armour 0 weapon_lvl 0
unit		greek cavalry				exp 0 armour 0 weapon_lvl 0
unit		greek peltast				exp 0 armour 0 weapon_lvl 0

character	Aristarchus, named character, heir, age 40, , x 241, y 53
traits Aesthetic 2 , GoodAdministrator 2 , Intelligent 3 , Embezzler 1
ancillaries exotic_slave, biographer
army
unit		greek general's guard cavalry early				exp 1 armour 0 weapon_lvl 0
unit		greek cavalry				exp 0 armour 0 weapon_lvl 0
unit		greek cavalry				exp 0 armour 0 weapon_lvl 0
unit		greek hoplite militia				exp 0 armour 0 weapon_lvl 0
unit		greek hoplite militia				exp 0 armour 0 weapon_lvl 0
unit		greek hoplite militia				exp 0 armour 0 weapon_lvl 0
unit		greek peltast				exp 0 armour 0 weapon_lvl 0

character	Alexander, named character, age 30, , x 162, y 57
traits GoodAdministrator 2 , Intelligent 1
ancillaries desert_scout
army
unit		greek general's guard cavalry early				exp 1 armour 0 weapon_lvl 0
unit		greek hoplite militia				exp 0 armour 0 weapon_lvl 0
unit		greek hoplite militia				exp 0 armour 0 weapon_lvl 0
unit		greek peasant				exp 0 armour 0 weapon_lvl 0

character	Demetrius, named character, age 26, , x 205, y 43
traits Intelligent 2 , Energetic 1
ancillaries mentor
army
unit		greek general's guard cavalry early				exp 1 armour 0 weapon_lvl 0
unit		greek hoplite militia				exp 0 armour 0 weapon_lvl 0
unit		greek peasant				exp 0 armour 0 weapon_lvl 0
unit		greek peltast				exp 0 armour 0 weapon_lvl 0

character	Philip, spy, age 20, , x 240, y 53
traits GoodSpy 2

character	Achaeus of Hippus, general, age 20, , x 216, y 60

army
unit		greek hoplite militia				exp 0 armour 0 weapon_lvl 0
unit		greek peasant				exp 0 armour 0 weapon_lvl 0
